Brand,video-title,account,date,Views,Likes,ER,duration,sentiment-title,video-promoted
Klairs,Silent review những em toner siu hot hit nè 🙈🙈 #congbeauty3 #klairs #klairsvietnam #tonerquocdan #toner,@congbeauty3,14-Nov,971,28,3.30%,0:01:18,Negative,Organic
Klairs,"Cùng tui check xem Toner nào của nhà Dear,Klairs phù hợp với da của mọi người nha 💕 #klairs #klairsvietnam",@chauunine,6-Nov,32100,1000,3.40%,0:01:43,Positive,Promoted
Klairs,Không nói iu nhưng mà .. #fyp #pilotwife #klairs #klairsvietnam #klairsmask,@littlesan08,7-Nov,29000,946,3.40%,0:01:36,Neutral,Promoted
Klairs,Cô gái pyjama sọc và routine đêm #klairsvietnam #klairs #serumgiare #serumcapam,@nhunday,7-Nov,292,10,3.40%,0:00:39,Neutral,Organic
Klairs,Vitamic C chất lượng giá lại hợp lý bình dân của nhà @klairsvietnam 🤍#klairsvietnam #klairs #VitaminCChoDaNhayCam #5%Vi...,@__sokvy,30-Oct,1800,60,3.50%,0:00:48,Positive,Organic
Klairs,đắp cái mặt nạ thui mà giỡn chơi không biết bao nhiu ngườiiii 🌝😅 #klairs #klairsvietnam #klairsmask #skincare #fyp,@dhnlie,5-Nov,843,20,3.60%,0:00:48,Neutral,Promoted
Klairs,Bún riu tóp mỡ chưa ng đẹp #nangmo #tramy  #klairs #klairsvietnam,@nangmothantho,21-Oct,55400,2100,3.80%,0:01:09,Positive,Promoted
Klairs,Recomment bạn routine “gọn” của mình với bộ ba sản phẩm nhà Dear Klairs 🤩#miareview28 #miareview #klairsvietnam #klairs...,@mia.review28,14-Nov,4300,160,3.80%,0:01:52,Positive,Promoted
Klairs,"một chiếc vlog vô tri ở Bangkok, mới đó mà đã 11 tháng ở đây rồi 💓👏#bangkok #klairs #klairsvietnam #klairsmask #vlog",@th.junie,6-Nov,562,20,3.90%,0:01:05,Positive,Organic
Klairs,Chân ái lung 🦾 #goclamdep #reviewlamdep #klairs #klairsvietnam #klairsmask,@htbh.3103,3-Nov,577,22,4.00%,0:00:39,Positive,Promoted
Klairs,"mấy bạn 2k4 bi giờ sao rùi, đi làm có ổn hongggg  #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda #worklife",@vyhocbai._,11-Nov,1400,55,4.20%,0:01:02,Negative,Promoted
Klairs,"Cái con bé kem dưỡng này không những phục hồi da kích ứng, đỏ nóng rát cực ngon mà cảm giác trên da đã lắm nha bà con !!...",@anhden_daily,27-Oct,24900,1100,4.30%,0:01:17,Positive,Promoted
Klairs,xem hết video để chọn được em toner phù hợp nha babiii ☁️💖 #klairs #klairsvietnam #reviewlamdep #learnontiktok #zxycba,@nhygramm,16-Nov,2000,81,4.30%,0:00:56,Positive,Promoted
Klairs,một buổi tối tốn xiền thì đúng hơn 🤡 #fyp #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@justneyuh.things,9-Nov,1100,50,4.50%,0:01:09,Negative,Promoted
Klairs,Em serum không thể thiếu trong mùa hanh khô 💕 #klairsvietnam #klairs #serumgiare #serumcapam,@meikhoaitayy20,27-Oct,38200,1700,4.60%,0:00:47,Positive,Promoted
Klairs,"Đi đổi quà của Klairs siêu dễ nha các bác ơi, bác nào là tín đồ của Mỹ phẩm Klairs thì tham gia luôn nhá🪴 #klairs #klai...",@ttdungdaily,6-Nov,5300,234,4.60%,0:00:47,Positive,Promoted
Klairs,Em kem này xứng đáng viral hơn nữaaaaa 🙌🏻🙌🏻 #klairs #klairsvietnam #kemxanh10s,@bubumuadoo,22-Oct,1300,39,4.70%,0:00:34,Positive,Promoted
Klairs,"Ổn bất ngờ nha quý zị, n mà nếu ai muôn bền hơn thì vẫn nên có kem dưỡng hoặc kem lót khoá ẩm nha#skincare #makeup ##kla...",@nguyennhung743,14-Nov,920,41,4.80%,0:00:54,Positive,Organic
Klairs,Bà nào có vỏ chai mang đến địa điểm gần nhất để tham gia liền nha 🥰 #klairs #klairsvietnam #leveluptraidat,@ttquyen96,10-Nov,687,31,4.90%,0:00:48,Positive,Promoted
Klairs,1 chai toner quá đủ cho da của toii #klairsvietnam #klairs #tonerquocdan,@tolahann08,5-Nov,126200,6100,5.00%,0:00:40,Positive,Promoted
Klairs,"Da mụn không cần quá nhiều bước, chỉ cần đủ ẩm – đủ khỏe để tự cân bằng 💧 giảm viêm và phục hồi hàng rào bảo vệ da #kla...",@drletrang_dalieu,28-Oct,44700,2200,5.00%,0:01:44,Positive,Promoted
Klairs,#Klairs #Klairsvietnam #Kemxanh10s #taitaodathuongton #lamdiuda,@jelly.here10,8-Nov,1900,57,5.00%,0:00:31,Neutral,Promoted
Klairs,Skincare cái nào nên mua bình dân? Cái nào nên mua cái cấp?  (Ý kiến cá nhân)  #skincare  #klairsvietnam #klairs #KemXan...,@vodieu41,21-Oct,2700,136,5.20%,0:01:24,Neutral,Organic
Klairs,mình đã làm đượccc #fypppppppppppp #amsterdam #klairsvietnam #klairs #KemXanh10s #TaitaoDaThuongTon,@hrua00,9-Nov,8600,438,5.30%,0:01:09,Neutral,Promoted
Klairs,ngày wfh thứ 2 của năm 😎 #dailyvlog #corporatelife #klairsvietnam #klairs #tonerquocdan,@amber3076,27-Oct,61200,3300,5.50%,0:01:57,Positive,Promoted
Klairs,Cùng nhau tham gia Sự kiện siêu ý nghĩa này nhaa 💗💗 #brandtour #klairs #klairsvietnam #LevelupTraiDat #fpyシ,@ngoc.hhii,4-Nov,545,22,5.50%,0:00:40,Positive,Organic
Klairs,Đừng vội vứt đi mấy mom ơiii ‼️ Tranh thủ ra store đổi quà liền nè 🎁 ##klairs#klairsvietnam #LevelupTraiDat,@nhygramm,9-Nov,1200,39,5.60%,0:00:53,Positive,Promoted
Klairs,"Đồ quốc dân, không bàn cãi chất lượng hen🥰 #klairsvietnam #klairs #tonerquocdan",@ttquyen96,7-Nov,648,37,5.70%,0:01:00,Positive,Organic
Klairs,Lần đầu thử trải nghiệm bộ môn mớiiiii ✨🫧 🥹 #khanhlinh1804 #vlog #klairsvietnam #klairs #misshavietnam,@_khanhlinhh1804_,3-Nov,46200,2700,6.00%,0:01:54,Neutral,Organic
Klairs,"Vừa hỗ trợ cấp ẩm sâu, vừa phục hồi , làm dịu da #klairs #klairsvietnam #kemphuchoi",@lttna,7-Nov,1800,83,6.00%,0:00:55,Positive,Promoted
Klairs,Bạn có hơn 1000 Follow hay có vỏ chai Klairs rỗng là đã có cơ hội nhận quà chính hãng từ Klairs rồi đó 💜💜💜 Xem ngay t...,@nbinh1606,10-Nov,1400,80,6.00%,0:00:45,Positive,Promoted
Klairs,chai toner sắp hết ở nhà chuẩn bị tới công chiện #klairs #klairsvietnam #LevelupTraiDat  #goclamdep #learnontiktok,@iamnz94,6-Nov,1500,86,6.40%,0:01:07,Neutral,Promoted
Klairs,"Nè, chuyện chưa kể khi tháng 8. Lướt lướt vsak thấy bài đăng nên t vô đăng ký đạiii, thế là trải nghiệm quay dùng trong ...",@phungtranbb98,29-Oct,546,32,6.40%,0:00:44,Neutral,Organic
Klairs,"vừa làm đẹp cho bản thân, vừa “làm đẹp” cho môi trường lunn #klairs #klairsvietnam #LevelupTraiDat",@mymyoreoo,10-Nov,5100,344,6.70%,0:00:38,Positive,Promoted
Klairs,Da dầu da khô hay nhạy cảm đều coas nhaaaa #klairs #klairsvietnam,@thu.thaorrr2710_,8-Nov,3700,250,6.90%,0:01:04,Negative,Organic
Klairs,kem dưỡng quốc dân ❤️ #Klairs #Klairsvietnam #Kemxanh10s #taitaodathuongton #lamdiuda,@pemuntrang,13-Nov,738,26,6.90%,0:00:57,Positive,Promoted
Klairs,Đi đổi vỏ chai tự nhiên nhận được đống quà của Klairs 😀 #tgsf #klairs #klairsvietnam #LevelupTraiDat,@meme.iuu,31-Oct,291,17,6.90%,0:00:32,Positive,Organic
Klairs,Deal hời quá các bác ơii lẹ lẹ  #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@__huyentrangpham,18-Nov,947,63,7.00%,0:00:36,Negative,Promoted
Klairs,Vừa ý nghĩa vừa có quà mang về luon í 👏🏻👏🏻 #klairs #klairsvietnam #LevelupTraiDat,@lehangne__,7-Nov,349,17,7.20%,0:00:34,Positive,Organic
Klairs,muốn đi chơi mà còn được quà đem về thì đến Dear Klairs liền nha😙 #klairs #klairsvietnam #LevelupTraiDat,@kymnngan,10-Nov,3900,300,7.70%,0:00:57,Positive,Promoted
Klairs,Cùng là nhà Klairs nhưng công dụng ba ẻm không hề giống nhau đâu nha 😗  #klairs #klairsvietnam #kemduong #duongam #Skin...,@allabyen,10-Nov,3200,228,7.70%,0:01:19,Neutral,Promoted
Klairs,✅✨“Đổi vỏ nhận quà” liền đi mấy bà yêu từ giờ tới cuối tháng thôi đó 💚 #klairs #klairsvietnam #LevelupTraiDat #doivonha...,@tinnykim22,9-Nov,294,19,7.80%,0:01:09,Positive,Organic
Klairs,#klairs #klairsvietnam #klairsmask,@namlemlamdep101003,6-Nov,2400,190,7.90%,0:01:15,Neutral,Promoted
Klairs,Chung tay bảo vệ môi trường thui các mom 😍 #hthu_smol #klairs #klairsvietnam #LevelupTraiDat #fyp,@hthu_smol,5-Nov,938,67,7.90%,0:00:52,Positive,Organic
Klairs,Toner dưỡng sáng PDRN  - lành tính - bảng tp xịn cực ✨🤍 #klairsvietnam #klairs #tonersangdapdrn #klairstonersangda #trn...,@trngiaha33,17-Nov,444,23,8.10%,0:01:11,Positive,Promoted
Klairs,"Mấy bà biết cách dùng mặt nạ Dear Klairs sao cho phát huy hết công dụng chưa 😚 Nếu chưa thì coi hết clip này nha, đảm b...",@hibetienne,7-Nov,352,19,8.20%,0:01:02,Positive,Promoted
Klairs,#klairs #klairsvietnam,@camcampu,8-Nov,931,74,8.30%,0:00:57,Neutral,Organic
Klairs,cúi tuần #fyp #dailyvlog #klairs #klairsvietnam #leveluptraidat,@ye_dda,4-Nov,548,41,8.40%,0:01:02,Neutral,Promoted
Klairs,Kem xanh 10s Klairs #Klairs #Klairsvietnam #Kemxanh10s #taitaodathuongton #lamdiuda,@cpdx0,25-Oct,325,17,8.60%,0:00:50,Neutral,Promoted
Klairs,Klairs tung deal mua 1 tặng 5 mấy bà ơii checkk ngay giỏ hanggg 🤭🤭🤭 #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTo...,@kimisayhi,18-Nov,2500,214,9.00%,0:00:51,Positive,Promoted
Klairs,siêng chăm da để chuẩn bị đón Tết =)))  #xuhuong #fyp #mohhy92 #SkinCare #goclamdep #sinhvien #chamda #klairsvietnam #kl...,@mohhy92,14-Nov,1800,131,9.40%,0:01:14,Positive,Organic
Klairs,2 cách bảo vệ da khi đi du lịchhhhh #goclamdep #skincare #klairsvietnam #klairs #tonerquocdan,@_kay.do_,5-Nov,833,67,9.40%,0:01:28,Neutral,Organic
Klairs,Toner PDRN giúp dưỡng sáng mấy bà nên thử #goclamdep #klairsvietnam #klairs #TonerSangdaPDRN #KlairsTonerSangda,@phuocphuoc11,17-Nov,10300,976,10.80%,0:01:19,Positive,Promoted
Klairs,Cùng Dear Klairs Level Up Trái Đất nha 🌍🫶🫶 #klairs #klairsvietnam #LevelupTraiDat,@thuylieu9901,10-Nov,533,38,11.30%,0:00:58,Positive,Organic
Klairs,Một chiếc kem xanh mát lạnh cho ngày hè #klairs #klairsvietnam #kemxanh10s #taitaodathuongton #lamdiuda,@inox.n,2-Nov,418,28,11.70%,0:00:32,Positive,Promoted
Klairs,Skincare buổi tối da trắng sáng cùng klairs 🫰🏻 #klairs #klairsvietnam #suaruamatdatset #klairsmaskcleanser,@triquan.ycc,11-Nov,2100,249,12.50%,0:01:15,Neutral,Promoted
Klairs,Gòi dùng từ 2022-2025 lun. Mê toner Klair dữ dội à 🩵🫶🏻 #klairsvietnam #klairs #tonerquocdan #reviewlamdep #skincare,@cheese_makeup,23-Oct,28200,3445,12.56%,0:00:44,Positive,Promoted
Klairs,Ba dòng toner quốc dân✨da mấy bà thuộc team da gì thì chọn toner phù hợp nhó ❤️❤️ #klairs #klairsvietnam,@min_ne213,7-Nov,30700,3800,13.00%,0:01:42,Positive,Promoted
Klairs,Giấy chứng nhận mặt nạ @klairsvietnam làm chồng 💞 #klairs #klairsvietnam #klairsmask #SkinCare #goclamdep,@zupy2010,3-Nov,666,67,14.30%,0:00:42,Positive,Promoted
Klairs,Share liền cho anh người iu chở đi đổi quà nè các mom ơi 💜 Klairs đợt này chơi lớn lun đến là đón 🎁🎁🎁 #klairs #klair...,@mint.shareee,10-Nov,560,68,15.00%,0:00:39,Positive,Promoted
Klairs,Toner nước hoa hồng Klairs - Skincare Routine in Vietnam with Toner Quốc Dân #klairsvietnam #klairs #toner #tonerklairs ...,@klairs.koc,21-Oct,12800,2000,16.50%,0:01:18,Positive,Organic
Klairs,"Đánh tennis có thể mất sức, nhưng da thì không được mất nước nha ✨🎾 #klairsvietnam #klairs #toner #tonerklairs #nuochoa...",@klairs.koc,23-Oct,12200,2000,17.30%,0:00:50,Positive,Organic
Klairs,Em kem dưỡng mới của nhà Klairs dùng thích mê 😘 #klairsvietnam #klairs #KemXanh10s #TaitaoDaThuongTon,@iamq.246,21-Oct,14100,2400,17.40%,0:01:04,Positive,Promoted
Klairs,Em này đúng dịu nhẹ lun ✨#klairs #tonerklairs #nuochoahongklairs #klairsvietnam #xuhuong,@gaunho_ngan,2-Nov,545,51,17.40%,0:00:31,Positive,Promoted
Klairs,"dạo này trời khô và lạnh, mọi người giữ gìn sức khoẻ và cấp ẩm đủ nhée 💛 còn tui thì đã thủ sẵn bảo bối quốc dân trong ...",@suahbi,10-Nov,16200,2700,17.60%,0:01:35,Positive,Organic
Klairs,Khám Phá Toner Klairs - Đừng để những âu lo của ngày hôm qua làm phai mờ đi vẻ đẹp của ngày hôm nay #klairsvietnam #klai...,@klairs.koc,22-Oct,12500,2000,17.60%,0:01:31,Positive,Organic
Klairs,Chuẩn bị lại tốn kém nữa gòui#klairs #klairsvietnam #foryou,@dthree_c_,21-Oct,1100,199,18.20%,0:00:35,Negative,Organic
Klairs,Toner quốc dân Dear Klaris #xuhuong #review #klairs #klairsvietnam #toner,@cute.th60,26-Oct,992,143,25.90%,0:00:28,Neutral,Organic
Round Lab,"Sao mấy hãng KCN của Hàn nâng tone đẹp dữ vậy mọi người ơiii 😳😳 Kiểu tui bị wow luôn á, nhất là em KCN Round Lab bản ""...",@hithuuday,23-Oct,205500,1800,1.00%,0:01:06,Positive,Organic
Round Lab,Toner 1025 không làm mn thất vọng đâu 🫰#RoundLabSummerCamp #RoundLabVietNam,@.02_thg10,22-Oct,754,3,1.30%,0:00:22,Neutral,Promoted
Round Lab,1 buổi đi sốp ping sương sương và routine skincare sau PT hàm #trending #yunavu #RoundLabVietNam,@yuna.vukieuanh,22-Oct,45000,637,1.40%,0:01:27,Neutral,Promoted
Round Lab,Sữa rửa mặt chân ái cho da khô nè #RoundLabSummerCamp #RoundLabVietNam #suaruamat #danhaycam #kbeautyskincare,@meingocs,5-Nov,4200,36,1.40%,0:00:32,Positive,Promoted
Round Lab,Dùng siu ưng luon ea #roundlabsummercamp #RoundLabVietNam,@.02_thg10,3-Nov,387,5,2.10%,0:00:23,Neutral,Promoted
Round Lab,"Hum nay không xem tử vi, vì da dạo này bị mụn, dễ kích ứng nên đi tìm Round Lab dùng lành tính và siêu dịu da, vừa hay S...",@thaobiettuot,16-Nov,295,9,3.10%,0:00:31,Positive,Organic
Round Lab,Dầu tẩy trang thì nhiều nhưng dầu tẩy trang làm sạch được cả bụi mịn thì hổng phải em nào cũng làm được giống em này đâu...,@skincarecungquin,23-Oct,10900,400,3.70%,0:01:18,Neutral,Organic
Round Lab,Toner Round Lab bị chê lạt như nước lã ??? #roundlabsummercamp #roundlabvietnam #SkinCare #kbeauty #reviewlamdep,@trngiaha33,21-Oct,594,14,4.00%,0:00:45,Negative,Promoted
Round Lab,Ôi trời vid quên mất cả tháng zời 🥹 mà đi tập khoai thiệt nha má =))) 🤡🙏🏻 #veebong #fyp #xuhuong #vtvcab #RoundLabVi...,@veebongg,27-Oct,37400,2000,5.40%,0:01:35,Positive,Organic
Round Lab,Đỉnh thiệc #RoundLabSummerCamp #RoundLabVietNam #xuhuong,@lychuot11,8-Nov,586,25,7.80%,0:00:35,Positive,Promoted
Round Lab,"Thêm một em sữa rửa mặt rất ổn áp dành cho mấy bà da dầu mụn nha, em này làm sạch siêu tốt 👌✨🌸 @ROUND LAB @Round Lab V...",@chouchou.babe,11-Nov,1300,279,40.40%,0:00:38,Positive,Organic
Torriden,Chăm dùng em này da sáng đều màu hơn hẳnnn #torridenvn #vitaminc #viral #xh,@khanhvan_ciute,27-Oct,457,0,0.00%,0:00:52,Positive,Promoted
Torriden,"Chăm sóc da sáng mịn, mờ thâm với combo mask & serum vitamin C Torriden #cellmazing #vitaminc #torridenvn",@torriden.vn,22-Oct,137000,195,0.10%,0:00:42,Positive,Promoted
Torriden,Combo chân ái cho da nhạy cảm muốn dưỡng sáng giảm thâm mụn và đều màu da #NewArrivalWeek #torridenvn #ThayLaThichPickLa...,@torriden.vn,26-Oct,106100,136,0.10%,0:01:21,Neutral,Promoted
Torriden,Special Gift Box mới nổi của Torriden siêu hời #newarrivalweek #thaylathichpicklatrend #torridenvn,@torriden.vn,28-Oct,92700,111,0.10%,0:01:36,Neutral,Promoted
Torriden,Cải thiện vùng da mắt cùng kem mắt Torriden trong 7 ngày #torridenvn #eyecream #cellmazing,@torriden.vn,29-Oct,79500,90,0.10%,0:00:43,Positive,Promoted
Torriden,"BÙNG NỔ PHIÊN LIVE ĐỘC QUYỀN CÙNG DÀN ""FAN YÊU"" CỰC CHẤT! 🔥 Đại tiệc Torriden - Brand Fan Day trên TikTok Shop sắp cập ...",@torriden.vn,12-Nov,53400,36,0.10%,0:00:18,Neutral,Promoted
Torriden,"Da săn chắc, đàn hồi và tràn đầy sức sống với kem dưỡng collagen hồng Torriden #torridenvn #ThayLaThichPickLaTrend #NewA...",@torriden.vn,26-Oct,46100,62,0.10%,0:01:02,Neutral,Promoted
Torriden,"Bảo bối giúp da căng bóng, giảm kích ứng khi đi du lịch #torridenvn #NewArrivalWeek #ThayLaThichPickLaTrend #cellmazing",@torriden.vn,25-Oct,44400,57,0.10%,0:00:47,Neutral,Promoted
Torriden,"Bộ đôi thấy là thích, picki là trend #cellmazing #torridenvn #vitaminc #NewArrivalWeek #ThayLaThichPickLaTrend",@torriden.vn,28-Oct,121400,231,0.20%,0:00:49,Positive,Promoted
Torriden,"Da căng bóng, finish ẩm mịn tự nhiên cùng serum hồng Torriden #torridenvn #cellmazing #poreampoule",@torriden.vn,21-Oct,96900,200,0.20%,0:00:55,Neutral,Promoted
Torriden,Nhìn xa thì đẹp mà gần thì... #torridenvn #cellmazing #poreampoule,@torriden.vn,21-Oct,88600,216,0.20%,0:01:17,Neutral,Promoted
Torriden,Săn ngay special gift box nhà Torriden để được tặng quà xinh xinh #torridenvn #NewArrivalWeek #ThayLaThichPickLaTrend,@torriden.vn,28-Oct,85700,128,0.20%,0:00:54,Neutral,Promoted
Torriden,❌ Đắp cam trực tiếp lên da ✔️ Dùng mask & serum Vitamin C Torriden #torridenvn #cellmazing #vitaminc,@torriden.vn,21-Oct,59600,86,0.20%,0:00:44,Positive,Promoted
Torriden,"Cellmazing Pore Perfecting Apoule TORRIDEN💗 Tinh chất hỗ trợ se khít lỗ chân lông, phục hồi và chống lãi hoá da✨ Sản ph...",@cungnhauhocskincare,20-Oct,5500,9,0.20%,0:00:38,Neutral,Promoted
Torriden,Săn ngay bộ đôi HA siêu hot hit của Torriden trong Mega Brand Festival 11.11 #TikTokShopFunFest #torridenvn #megabrandfe...,@torriden.vn,7-Nov,2800,4,0.20%,0:01:26,Neutral,Promoted
Torriden,Skincare buổi sáng cho một ngày năng suất của Bella ✨🎀 #bellasaigon #fyp #torridenvn #cellmazing #poreampoule,@bellasaigon222,20-Oct,68000,205,0.30%,0:00:57,Positive,Promoted
Torriden,Đã săn deal Torriden trong Mega Brand Festival 11.11 chưaaaaa #TikTokShopFunFest #megabrandfestival #torridenvn #TikTokS...,@torriden.vn,8-Nov,4700,12,0.30%,0:01:58,Neutral,Promoted
Torriden,Half - Face Hack Eye Edition cùng Torriden #torridenvn #cellmazing #eyecream,@torriden.vn,21-Oct,4000,9,0.30%,0:00:27,Positive,Promoted
Torriden,11.11 Tới săn ngay kem dưỡng best-seller nhà Torriden trong Mega Brand Festival #megabrandfestival #TikTokShopFunFest #t...,@torriden.vn,9-Nov,2400,7,0.30%,0:01:02,Neutral,Promoted
Torriden,"Lỗ chân lông nhỏ dần, da căng bóng mịn màng hơn từng ngày 💧 Torriden Cellmazing Ampoule - tinh chất “hồng” cho làn da k...",@vanvan.maymay_,20-Oct,1700,5,0.30%,0:00:35,Neutral,Promoted
Torriden,Skincare làm seo mà “không thấy lỗ chân lông”?😅😅😅 Thì thấy là thích- Pick là trend chứ seo😆😆   #skincare #serum#ser...,@imphuongdoan2409,22-Oct,75500,223,0.40%,0:01:13,Positive,Promoted
Torriden,Skincare cải thiện lỗ chân lông ngay dại nhà #torridenvn #cellmazing #poreampoule #goclamdep,@nghiien28,21-Oct,5000,18,0.40%,0:00:38,Neutral,Promoted
Torriden,Săn ngay bộ đôi best-seller nhà Torriden trong Mega Brand Festival 11.11 #megabrandfestival #TikTokShopFunFest #torriden...,@torriden.vn,8-Nov,3000,11,0.40%,0:01:20,Neutral,Promoted
Torriden,"Thấy là Thích - Pick là Trend cùng Torriden. Dùng là bị ghiền, lành nhưng không nhạt, da dầu mụn gất là mê nheee. #NewAr...",@mi_nee99,23-Oct,96000,433,0.50%,0:01:02,Neutral,Promoted
Torriden,Phiên bản chị em với serum HA nhưng lại là phiên bản nâng cấp hơn #cellmazing #torridenvn #poreampoule,@torriden.vn,24-Oct,64600,274,0.50%,0:01:06,Neutral,Promoted
Torriden,Kme dưỡng soán ngôi kem dưỡng xanh dương của nhà Torriden năm 2025 #torridenvn #NewArrivalWeek #ThayLaThichPickLaTrend #...,@torriden.vn,24-Oct,37500,158,0.50%,0:01:48,Neutral,Promoted
Torriden,đồ nhà Torriden thì toi quá mê luôn có món mới là phải thử liền 😋#torridenvn #torriden #torridenvietnam #review #review...,@_choco.skincare,22-Oct,12500,53,0.50%,0:00:43,Positive,Promoted
Torriden,mê nha mê nha 🩷🫰 #torridenvn #poreampoule #cellmazing,@thannhhhhh103,9-Nov,387,2,0.50%,0:00:23,Neutral,Promoted
Torriden,Torriden dành tặng bạn mùa đông này  deal hời trong Mega Brand Festival 11.11 #megabrandfestival #TikTokShopFunFest #tor...,@torriden.vn,9-Nov,1200,7,0.60%,0:01:03,Neutral,Promoted
Torriden,"Vitamin C mà dịu êm như nước 💛 Giúp sáng da, mờ thâm mà không kích ứng! #torridenvn #poreampoule #serumvitaminc #duongs...",@myhilamdep,20-Oct,1500,7,0.70%,0:00:54,Neutral,Promoted
Torriden,"serum cho 1 làn da căng bóng, khum có lcl 😆😆 #torridenvn #cellmazing #skincare #kbeauty #reviewlamdep",@glowydailyeasy,20-Oct,1200,7,0.70%,0:00:29,Positive,Promoted
Torriden,#torriden #torridenvn #torridenkorea #torridenkorea,@gwenbeautyrecos,18-Nov,142,1,0.70%,0:00:20,Neutral,Promoted
Torriden,Lỗ chân lông to quá dễ với Torriden Hồng... Thấy là Thích - Pick là Trend #skincare #newarrivalweek #thaylathichpicklatr...,@docamtien_44605,21-Oct,131500,996,0.80%,0:01:03,Neutral,Promoted
Torriden,Một em serum mà mình siêu ưng đợt này nha mng 🤣 Thấy là Thích-Pick là Trend ấy ạ #hanquoc #learnontiktok #newarrialweek...,@qiqi.k.lifestyle,23-Oct,107100,757,0.80%,0:01:06,Positive,Promoted
Torriden,#torridenvn #toneupsuncreampurple #poreampoule #kskincare #goclamdep,@o.cherrie,17-Nov,3100,23,0.80%,0:00:54,Neutral,Organic
Torriden,"Bà nào da sần sùi, mún cải thiện lỗ chân lông thì tìm ngay đến serim nhà Torriden lìn  #torridenvn #cellmazing #skincare...",@_babykuki_276,20-Oct,3300,25,0.90%,0:00:26,Neutral,Promoted
Torriden,11.11 Tới săn ngay kem dưỡng best-seller nhà Torriden trong Mega Brand Festival #megabrandfestival #TikTokShopFunFest #t...,@torriden.vn,10-Nov,1800,10,0.90%,0:00:47,Neutral,Promoted
Torriden,Da mịn – sáng – lỗ chân lông mờ căng ✨ Da “glow” tự nhiên sau khi dùng serum hồng Torriden 💕 Thấm nhanh – không bết – h...,@haliidey,20-Oct,1500,10,1.00%,0:00:53,Positive,Promoted
Torriden,môi xinh dợ #torridenvn  #cellmazinglipessence #kskincare,@un.nhy,12-Nov,2100,32,1.60%,0:00:28,Positive,Organic
Torriden,Serum hồng của Torriden này có nên thử khum ?  #torridenvn #cellmazing #skincareroutine #duongda #skincare,@nthl0898,20-Oct,710,12,2.10%,0:00:47,Positive,Promoted
Torriden,Với bảng thành phần chất lượng như vậy thì em này xứng đáng viral hơn nữa #torridenvn #cellmazing #torriden,@bubumuadoo,2-Nov,1500,30,2.50%,0:00:40,Positive,Promoted
Torriden,quá dễ luôn #xuhuong #kskincare #torridenvn #toneupsuncreampurple #poreampoule,@babiidau,11-Nov,1200,24,2.70%,0:00:45,Positive,Organic
Torriden,Cùng nhau giảm quầng thâm và lão hoá ở vùng dưới mắt bằng em kem dưỡng mắt Torriden nha 😍#kemmat #quangthammat #laohoa ...,@bau.troi.cua.tuyet,16-Nov,32,1,3.10%,0:01:12,Positive,Organic
Torriden,Trộm vía môi luôn ẩm không bị khô nha! #torridenvn #cellmazinglipessence #kskincare,@bosuacon277,19-Nov,26900,880,3.30%,0:00:58,Positive,Organic
Torriden,Mùa hè là mấy mẹ kem dưỡng dạng gel này lại được t sủng hạnh 🤣 #torriden #torridenkorea #torridenvn #serum #serumha #se...,@torriden.vietnam,11-Nov,824,2,3.64%,0:01:01,Positive,Promoted
Torriden,"Bộ đôi must try của nhà Torriden nheee, ch.â.n ái luôn áh 𝜗ৎ #PositiveMoments #TorridenVietnam",@bdynee,5-Nov,622,17,3.70%,0:00:56,Positive,Organic
Torriden,Môi đang khô nứt mùa đông này thử tuýp dưỡng môi Torriden đi siêu thíchhh #torridenvn #cellmazinglipessence #kskincare,@dahohah,17-Nov,2600,98,3.90%,0:00:34,Positive,Organic
Torriden,Serum cực tốt luôn ấy nhưng mình quên ghi tên 🤣 Torriden nha mọi người ✨ #torriden #torridenkorea #torridenvn #serum #s...,@torriden.vietnam,6-Nov,960,3,3.96%,0:01:41,Positive,Promoted
Torriden,Mỗi tuần một quán ăn mới và tuần này lại đi ăn đồ Hàn nhon nhonn ✨🤪 #emlyreview #vtmgr,@emlyreview,10-Nov,131000,4500,4.20%,0:01:39,Positive,Promoted
Torriden,Mom nào da nhăn nheo có dấu hiệu lão hoá rồi thì vô đây tui chỉ cho nha #torridenvn #lipessence #kemduong #sanchacda #sk...,@hangtrinh.luna,10-Nov,203600,8500,4.40%,0:02:22,Negative,Organic
Torriden,sao giờ mới biết tới bộ đôi này của nhà Torriden vậy trờii 💕💕 #torridenvn #poreampoule #firmingcream #kskincare,@luumaianh_,13-Nov,4000,165,4.50%,0:00:52,Positive,Organic
Torriden,Mặt mộc cùng son dưỡng mới nhà Torriden🎀✨ #torridenvn #cellmazinglipessence #kskincare #lipbalm #torriden,@myuyenbexiu,12-Nov,624,28,4.60%,0:00:30,Positive,Organic
Torriden,thiếu mấy món nè là hong sống nổi mấy bà ơi T__T #ceci #phuongganh #lipessence #torridenvn,@phuongganh,10-Nov,484900,22100,4.70%,0:01:32,Neutral,Organic
